"lang"
{

	"Language"		"English"
		"DOTA_Tooltip_ability_madara_susano_active_description"			"<b><font color='#FFFFFF'>TOGGLE</font></b> - While active, <b><font color='#004CD5'>grants magic resistance and damages nearby enemies</font></b> while draining the user’s mana. <br><br> When toggled on, any trees within radius of Madara will burn if <b><font color='#23A32C'>Deep Forest Emergence</font></b> is leveled."
		"DOTA_Tooltip_ability_madara_susano_active_burn_radius"			"RADIUS: "
		"DOTA_Tooltip_ability_madara_susano_active_magic_resistance_percent"	"%BONUS MAGIC RESISTANCE: "
		"DOTA_Tooltip_ability_madara_susano_active_mana_cost_per_second"	"MANACOST PER SECOND: "	
		"DOTA_Tooltip_ability_madara_susano_active_damage"					"DAMAGE: "	
		"DOTA_Tooltip_modifier_madara_susano"							"Susano’o Ribcage"
		"DOTA_Tooltip_modifier_madara_susano_description"				"Nearby Units will burn."
		
		// Heaven Concealed (Tengai Shinsei)
		"DOTA_Tooltip_ability_madara_meteor"							"<b><font color='#E55C02'>Heaven Concealed</font></b>"
		"DOTA_Tooltip_ability_madara_meteor_lore"						"Tengai Shinsei"
		"DOTA_Tooltip_ability_madara_meteor_description"				"<b><font color='#FFFFFF'>CHANNELED</font></b> - <b><font color='#E55C02'>Summons a gigantic meteor</font></b> that will crash onto a target area if the channelling is complete. <br><br> Upon impact the meteor <b><font color='#EA2D07'>deals massive Magic Damage and Stuns</font></b> all enemies within the area. <br><br> Any trees caught in the explosion will burn if <b><font color='#23A32C'>Deep Forest Emergence</font></b> is leveled."
		"DOTA_Tooltip_ability_madara_meteor_radius"						"RADIUS: "
		"DOTA_Tooltip_ability_madara_meteor_stun_duration"				"STUN DURATION: "
		"DOTA_Tooltip_ability_madara_meteor_channel_duration"			"CHANNEL DURATION: "
		"DOTA_Tooltip_ability_madara_meteor_damage"						"DAMAGE: "

		//--------------------
		//Kisame
		//--------------------
		"npc_dota_hero_kisame"  										"Kisame"
		"npc_dota_hero_kisame_lore"  									"Feared as the Monster of the Hidden Mist, Hoshigaki Kisame is a dangerous S-Rank missing nin and one of the Seven Ninja Swordsmen of the Mist. He loves to fight and is often aggressive towards anyone he meets. Despite this Kisame has shown to be very loyal to his allies unless they endanger the mission. He bears the great sword Samehada (Shark Skin) and uses it to shave his enemies and drain their chakra. Kisame has an abundance of chakra that is said to almost match a tailed beast. It is from this great source of power that he gets the title The Tailed Beast without a Tail. Regarded as one of the most powerful shinobi to ever come out of Kirigakure (Village of the Hidden Mist), he earned membership into Akatsuki through his own strength. "
		"npc_dota_hero_kisame_description"  							"Playing Kisame is about becoming inescapable as you slowly drown your enemies. This hero favors longer more drawn out confrontations meaning that survivability is of top priority. His abilities offer him great utility in almost any situation whether it be ganking, team fighting, or taking on an enemy one on one. Kisame is very mana dependant as his ultimate consumes mana over time. His passive somewhat remedies this problem as his attacks will drain mana from enemies while gaining the stolen mana. However, this mechanic can be deceptive to Kisame’s mana problems as a larger max mana pool requires more mana to sustain his ultimate. This means that his mana drain is more effective the smaller Kisame’s max mana pool is.  Kisame can easily dominate a team fight so long as he can stick onto various heroes. Through proper micro of his clones and intelligent maneuvering, Kisame is a walking pain train that forces the fight onto the enemy."
		
		//Water Release: Water Shark Bullet Technique (Suiton: Suikodan no Jutsu)
		"DOTA_Tooltip_ability_kisame_suikodan_no_jutsu"					"<b><font color='#0689D8'>Water Shark Bullet</font></b>"
		"DOTA_Tooltip_ability_kisame_suikodan_no_jutsu_lore"					"Suiton: Suikodan no Jutsu"
		"DOTA_Tooltip_ability_kisame_suikodan_no_jutsu_description"		"<b><font color='#0689D8'>Sends out a wave of water</font></b> dealing <b>Magic Damage</b> to enemies in a line. <br><br> Enemies damaged by the wave have <b><font color='#0689D8'>slowed Movement Speed and reduced Magic Resistance</font></b> for a short duration."
		"DOTA_Tooltip_ability_kisame_suikodan_no_jutsu_damage"			"DAMAGE: "
		"DOTA_Tooltip_ability_kisame_suikodan_no_jutsu_ms_slow_percentage"	"%MOVEMENT SPEED DEBUFF: "
		"DOTA_Tooltip_ability_kisame_suikodan_no_jutsu_armor_debuff"	"ARMOR DEBUFF: "
		"DOTA_Tooltip_ability_kisame_suikodan_no_jutsu_slow_duration"	"DEBUFF DURATION: "
		
		//Water Release debuff
		"DOTA_Tooltip_modifier_suikodan_no_jutsu_debuff"				"<b><font color='#0689D8'>Water Shark Bullet</font></b>"
		"DOTA_Tooltip_modifier_suikodan_no_jutsu_debuff_description"	"This Unit has <b><font color='#0689D8'>reduced Armor</font></b> and <b><font color='#0689D8'>Movement Speed.</font></b>"

		//Water Clone Technique (Mizu Bunshin no Jutsu)					
		"DOTA_Tooltip_ability_kisame_mizu_bunshin_no_jutsu"				"<b><font color='#276DE8'>Water Clone Technique</font></b>"
		"DOTA_Tooltip_ability_kisame_mizu_bunshin_no_jutsu_lore"		"Mizu Bunshin no Jutsu"
		"DOTA_Tooltip_ability_kisame_mizu_bunshin_no_jutsu_description"	"<b><font color='#276DE8'>Creates two Water Clones</font></b> under Kisame's control. <br><br> Each Water Clone has a <b><font color='#276DE8'>Percentage of Kisame's Health and Attack Damage</font></b>. <br><br> Water Clones possess the <b><font color='#0A6AA4'>Water Prison Technique</font></b> as well as the passive <b><font color='#545AE7'>Samehada.</font></b>"
		"DOTA_Tooltip_ability_kisame_mizu_bunshin_no_jutsu_illusion_duration"	"DURATION: "
		"DOTA_Tooltip_ability_kisame_mizu_bunshin_no_jutsu_illusion_max_hp_percentage"	"%WATER CLONE HEALTH: "
		"DOTA_Tooltip_ability_kisame_mizu_bunshin_no_jutsu_damage_percentage" "%WATER CLONE DAMAGE: "
		
		//Samehada
		"DOTA_Tooltip_ability_kisame_samehada"							"<b><font color='#545AE7'>Samehada</font></b>"
		"DOTA_Tooltip_ability_kisame_samehada_description"				"Kisame's next attack <b><font color='#0689D8'>steals a percentage of the enemy's maximum Mana</font></b> and grants it to Kisame. <br><br> Grants temporary<b><font color='#545AE7'> Bonus Attack Damage</font></b> based of the amount of Mana stolen."	
		"DOTA_Tooltip_ability_kisame_samehada_manasteal_percentage"		"%MANASTEAL: "
		"DOTA_Tooltip_ability_kisame_samehada_bonus_attack_damage"		"%BONUS ATTACK DAMAGE: "
		"DOTA_Tooltip_modifier_kisame_samehada"								"<b><font color='#545AE7'>Samehada</font></b>"
		"DOTA_Tooltip_modifier_kisame_samehada_description"					"Kisame's next attack will <b><font color='#0689D8'>steal Mana</font></b> and grant <b><font color='#545AE7'>Attack Damage.</font></b>"


		//Water Prison
		"DOTA_Tooltip_ability_kisame_water_prison"						"<b><font color='#9AB3F4'>Shark Dance</font></b>"
		"DOTA_Tooltip_ability_kisame_water_prison_radius"				"RADIUS: "
		"DOTA_Tooltip_ability_kisame_water_prison_damage"				"DAMAGE PER SECOND: "
		"DOTA_Tooltip_ability_kisame_water_prison_ms_slow_percentage"	"%MOVEMENT SPEED DEBUFF: "
		"DOTA_Tooltip_ability_kisame_water_prison_mana_cost_per_second_percentage"	"%MANACOST PER SECOND: "
		"DOTA_Tooltip_ability_kisame_water_prison_hp_reg_per_second_percentage"	"%HP REGEN PER SECOND: "
		"DOTA_Tooltip_ability_kisame_water_prison_ms_buff"	"%MOVEMENT SPEED BUFF: "
		"DOTA_Tooltip_ability_kisame_water_prison"						"<b><font color='#9AB3F4'>Shark Dance</font></b>"
		"DOTA_Tooltip_ability_kisame_water_prison_description"			"<b><font color='#FFFFFF'>TOGGLE</font></b> - <b><font color='#0689D8'>Creates a large dome of water</font></b> that follows Kisame's movement while draining mana. <br><br>Kisame gains <b><font color='#9AB3F4'>extra Movement Speed and Health Regeneration</font></b> inside the water dome. <br><br> Enemies take<b><font color='#0A6AA4'> increasing Magic Damage and Movement Speed Slow</font></b> while inside the water dome."
		
		"DOTA_Tooltip_ability_kisame_water_prison_deactivate"			"<b><font color='#9AB3F4'>Shark Dance (Off)</font></b>"
		"DOTA_Tooltip_ability_kisame_water_prison_deactivate_description"	"Removes the effects of <b><font color='#9AB3F4'>Shark Dance</font></b>."

		"Dota_Tooltip_modifier_kisame_water_prision_caster"						"<b><font color='#9AB3F4'>Shark Dance</font></b>"
		"Dota_Tooltip_modifier_kisame_water_prision_caster_description"			"Creating a <b><font color='#0689D8'>Water Dome</font></b> around the User that deals <b><font color='#0689D8'>Damage to nearby enemies.</font></b>"
		"Dota_Tooltip_modifier_water_prison_buff"						"<b><font color='#9AB3F4'>Aquatic</font></b>"
		"Dota_Tooltip_modifier_water_prison_buff_description"			"Kisame has increased Movement Speed and Health Regeneration inside the Water Dome."
		"Dota_Tooltip_modifer_water_prison_hp_reg"						"<b><font color='#9AB3F4'>Regeneration</font></b>"
		"Dota_Tooltip_modifer_water_prison_hp_reg_description"			"Kisame has <b><font color='#9AB3F4'>increased Health Regneration</font></b> inside the Water Dome."
		"Dota_Tooltip_modifer_water_prison_buff"						"<b><font color='#9AB3F4'>Aquatic</font></b>"
		"Dota_Tooltip_modifer_water_prison_buff_description"			"Kisame has <b><font color='#9AB3F4'>increased Movement Speed</font></b> inside the Water Dome."

		//Water Prison debuff
		"Dota_Tooltip_modifier_kisame_water_prision_aura"						"<b><font color='#9AB3F4'>Shark Dance</font></b>"
		"Dota_Tooltip_modifier_kisame_water_prision_aura_description"			"This Unit is taking <b><font color='#9AB3F4'>Damage</font></b> and is <b><font color='#9AB3F4'>Slowed.</font></b>"
		"Dota_Tooltip_modifier_kisame_water_prision_debuff_stacks"						"<b><font color='#0A6AA4'>Drowning</font></b>"
		"Dota_Tooltip_modifier_kisame_water_prision_debuff_stacks_description"			"Taking <b><font color='#0A6AA4'>increasing damage and slow</font></b> while inside the Water Dome."

		
		//Bunshin Water Prison
		"DOTA_Tooltip_ability_kisame_bunshin_water_prison"						"<b><font color='#0A6AA4'>Water Prison Technique</font></b>"
		"DOTA_Tooltip_ability_kisame_bunshin_water_prison_description"			"<b><font color='#FFFFFF'>CHANNELED</font></b> - Creates an inescapable sphere of water that <b><font color='#0A6AA4'>disables the foe.</font></b>"
		"DOTA_Tooltip_ability_kisame_bunshin_water_prison_channel_time"			"DURATION: "
		"DOTA_Tooltip_modifier_bunshin_water_prison_hold"				"<b><font color='#0A6AA4'>Water Prison Technique</font></b>"
		"DOTA_Tooltip_modifier_bunshin_water_prison_hold_description"	"This Unit is <b><font color='#0A6AA4'>Stunned</font></b>."
		
		//Bunshin Samehada
		"DOTA_Tooltip_ability_kisame_samehada_bunshin"						"<b><font color='#474CCA'>Samehada</font></b>"
		"DOTA_Tooltip_ability_kisame_samehada_bunshin_description"			"The clone's next attack <b><font color='#0689D8'>steals a percentage of the enemy's maximum mana</font></b> and grants it to Kisame."
		"DOTA_Tooltip_ability_kisame_samehada_bunshin_manasteal_percentage"	"%MANASTEAL: "

		//--------------------
		//Gaara
		//--------------------
		"npc_dota_hero_gaara"  											"Gaara"
		"npc_dota_hero_gaara_lore"  										""
		// Sabaku Kyuu
		"DOTA_Tooltip_ability_gaara_sabaku_kyuu"						"<b><font color='#D86C26'>Sand Coffin</font></b>"
		"DOTA_Tooltip_ability_gaara_sabaku_kyuu_lore"					"Sabaku Kyu"
		"DOTA_Tooltip_ability_gaara_sabaku_kyuu_description"			"<b><font color='#FFFFFF'>CHANNELED</font></b> - Encases the target in sand <b><font color='#D86C26'>fully disabling them while Channeled.</font></b> <br><br> <b><font color='#D86C26'>Magic Damage is dealt</font></b> after <b><font color='#FFFFFF'>1.4</font></b> seconds of being Channeled."
		"DOTA_Tooltip_ability_gaara_sabaku_kyuu_dmg"				"DAMAGE: "
		"DOTA_Tooltip_ability_gaara_sabaku_kyuu_duration"				"DURATION: "
		// Ryuusa Bakuryu
		"DOTA_Tooltip_ability_gaara_ryuusa_bakuryu"						"<b><font color='#C1943D'>Sand Tsunami</font></b>"
		"DOTA_Tooltip_ability_gaara_ryuusa_bakuryu_lore"						"Ryusa Bakuryu"
		"DOTA_Tooltip_ability_gaara_ryuusa_bakuryu_description"			"<b><font color='#C1943D'>Massively slows enemies</font></b> caught within the radius. <br><br> Enemies are <b><font color='#C1943D'>dealt Magic Damage over time</font></b> while in the radius."
		"DOTA_Tooltip_ability_gaara_ryuusa_bakuryu_duration"			"DAMAGE DURATION: "
		"DOTA_Tooltip_ability_gaara_ryuusa_bakuryu_stun_duration"		"STUN DURATION: "
		"DOTA_Tooltip_ability_gaara_ryuusa_bakuryu_damage_per_second"	"DAMAGE PER SECOND: "
		"DOTA_Tooltip_ability_gaara_ryuusa_bakuryu_total_damage"		"TOTAL DAMAGE: "


		// Suna no Yoroi
		"DOTA_Tooltip_ability_gaara_suna_no_yoroi"						"<b><font color='#FFDD93'>Sand Armor</font></b>"
		"DOTA_Tooltip_ability_gaara_suna_no_yoroi_description"			"Target friendly Unit absorbs <b><font color='#FFFFFF'>30%</font></b> Incoming Damage <b><font color='#FFDD93'>in exchange for Gaara's Mana</font></b> for a short duration. <br><br> Gaara absorbs <b><font color='#FFFFFF'>60%</font></b> Incoming Damage <b><font color='#FFDD93'>if casted upon himself.</font></b>"
		"DOTA_Tooltip_ability_gaara_suna_no_yoroi_damage_per_mana"		"REDUCED DAMAGE PER MANA: "
		"DOTA_Tooltip_ability_gaara_suna_no_yoroi_shield_duration"		"SHIELD DURATION: "

		"Dota_Tooltip_modifier_suna_no_yoroi"							"<b><font color='#FFDD93'>Sand Armor</font></b>"
		"Dota_Tooltip_modifier_suna_no_yoroi_description"							"Gaara takes <b><font color='#FFDD93'>reduced Damage</font></b> in exchange for <b><font color='#0689D8'>Mana.</font></b>"

		"DOTA_Tooltip_modifier_mana_shield_datadriven"					"Sand Armor"
		"DOTA_Tooltip_modifier_mana_shield_datadriven_description"		"Absorbing Damage in exchange for Mana"
		// Sabaku Taiso
		"DOTA_Tooltip_ability_gaara_sabaku_taiso"						"<b><font color='#CB5000'>Great Sand Burial</font></b>"
		"DOTA_Tooltip_ability_gaara_sabaku_taiso_lore"					"Sabaku Taiso"
		"DOTA_Tooltip_ability_gaara_sabaku_taiso_description"			"<b><font color='#CB5000'>Unleashes a large wave of sand</font></b> towards a target point, dealing <b><font color='#C1943D'>Magic Damage and Stunning</font></b> all enemies in it's path."
		"DOTA_Tooltip_ability_gaara_sabaku_taiso_stun_duration"			"STUN DURATION: "

		"DOTA_Tooltip_modifier_gaara_sandstorm_thinker_debuff"			"<b><font color='#C1943D'>Sand Tsunami</font></b>"
		"DOTA_Tooltip_modifier_gaara_sandstorm_thinker_debuff_description"	"This Unit is taking <b><font color='#C1943D'>Magic Damage</font></b> and is <b><font color='#C1943D'>Slowed.</font></b>"	


		//--------------------
		//Yondaime Minato
		//--------------------
		"npc_dota_hero_yondaime"  									"Minato"
		"npc_dota_hero_yondaime_lore"  										""
		// Marked Kunai
		"DOTA_Tooltip_ability_yondaime_marked_kunai"					"<b><font color='#E7B34E'>Marked Kunai</font></b>"
		"DOTA_Tooltip_ability_yondaime_marked_kunai_description"		"<b><font color='#E7B34E'>Throws a Marked Kunai</font></b> dealing <b>Physical Damage</b> to enemies in its path. <br><br> The Marked Kunai is <b><font color='#E7B34E'>planted at the target position</font></b> and can be teleported to by using the abilities <b><font color='#EE914D'>Flying Thunder God</font></b> and <b><font color='#E95A2E'>Flying Thunder God: Slash.</font></b> <br><br> <b><font color='#E7B34E'>Deals double damage</font></b> to creeps."
		"DOTA_Tooltip_ability_yondaime_marked_kunai_dagger_range"		"RANGE: "
		"DOTA_Tooltip_ability_yondaime_marked_kunai_creep_damage" "CREEP DAMAGE: "
		"DOTA_Tooltip_ability_yondaime_marked_kunai_hero_damage"	"HERO DAMAGE: "
		"DOTA_Tooltip_ability_yondaime_marked_kunai_dagger_duration"	"DURATION: "

		"DOTA_Tooltip_modifier_marked_kunai_debuff"						"Marked Kunai"
		"DOTA_Tooltip_modifier_marked_kunai_debuff_description"			"This Unit's Armor is reduced."

		// Rasengan
		"DOTA_Tooltip_ability_yondaime_rasengan"						"<b><font color='#00D4FF'>Rasengan</font></b>"
		"DOTA_Tooltip_ability_yondaime_rasengan_description"			"Minato forms a Rasengan causing his next attack to <b>Knock Back</b> and deal <b><font color='#00D4FF'>Bonus Damage based on Minato's Attack Damage.</font></b> <br><br> Minato gains <b><font color='#00D4FF'>extra Movement Speed</font></b> while holding the Rasengan. <br><br> <b><font color='#FFFFFF'>AUTO CAST</font></b> - Right click this ability to <b><font color='#00D4FF'>remove the knockback</font></b> from Rasengan."
		"DOTA_Tooltip_ability_yondaime_rasengan_stun_duration"			"STUN DURATION: "
		"DOTA_Tooltip_ability_yondaime_rasengan_bonus_damage"			"%BONUS DAMAGE: "
		"DOTA_Tooltip_ability_yondaime_rasengan_base_bonus_damage"		"BASE DAMAGE: "
		"DOTA_Tooltip_ability_yondaime_rasengan_bonus_ms"				"%BONUS MOVEMENT SPEED: "

		"DOTA_Tooltip_modifier_rasengan"								"<b><font color='#00D4FF'>Rasengan</font></b>"
		"DOTA_Tooltip_modifier_rasengan_description"					"Minato's next attack deals <b><font color='#00D4FF'>Additional Damage</font></b> and <b><font color='#00D4FF'>Knocks Back.</font></b>"


		// The Yellow Flash
		"DOTA_Tooltip_ability_yondaime_agile_speed"						"<b><font color='#E9EB00'>The Yellow Flash</font></b>"
		"DOTA_Tooltip_ability_yondaime_agile_speed_description"			"<b><font color='#FFFFFF'>PASSIVE</font></b> - Grants Minato <b><font color='#E9EB00'>bonus Movement Speed</font></b> as well as <b><font color='#E9EB00'>bonus Attack Damage</font></b> based on his <b>Movement Speed</b>. <br><br> <b><font color='#FFFFFF'>ACTIVE</font></b> - <b><font color='#E9EB00'>Temporarily doubles</font></b> the benefits of this ability."
		"DOTA_Tooltip_ability_yondaime_agile_speed_bonus_ms_percentage"	"%ADDITIONAL MOVEMENT SPEED: "
